timestamp,customer_id,amount,avg_user_amount,amount_deviation,tx_velocity,tx_history,new_beneficiary,device,location,city,home_city,channel,merchant_category,kyc_tier,is_holiday,hour,account_type,is_international,is_first_time_international,seconds_since_prev_tx,scenario_tag,is_anomaly
2025-03-23T10:53:14,C00502,84156.8,77565.6,6594.0,0,319,0,trusted_device,same_city,Karachi,Karachi,IBFT,Utilities,low,0,10,domestic_only,0,0,337071,normal,0
2025-10-31T14:57:23,C00674,17567.2,14196.0,3368.4,0,366,0,trusted_device,different_city,Peshawar,Sialkot,App,Utilities,medium,1,14,domestic_only,0,0,88668,normal,0
2025-03-12T11:06:22,C00826,11964.4,11121.6,842.8,7,915,0,trusted_device,different_city,Faisalabad,Islamabad,Raast,Groceries,low,0,11,domestic_only,0,0,491054,normal,0
2025-03-25T16:04:40,C00316,15766.8,13140.4,2626.4,7,148,0,trusted_device,same_city,Faisalabad,Faisalabad,Easypaisa,Others,medium,1,16,domestic_only,0,0,1485598,normal,0
2025-11-08T13:06:18,C00815,89717.6,97529.6,-7812.0,2,915,0,trusted_device,same_city,Rawalpindi,Rawalpindi,JazzCash,Healthcare,medium,0,13,domestic_only,0,0,278255,normal,0
2025-05-15T10:42:12,C00319,68415.2,64299.2,4116.0,2,1278,0,trusted_device,same_city,Peshawar,Peshawar,1LINK,Dining,medium,0,10,domestic_only,0,0,434620,normal,0
2025-08-22T12:36:39,C00706,126179.2,111389.6,14789.6,2,713,0,trusted_device,same_city,Karachi,Karachi,IBFT,P2P,low,0,12,domestic_only,0,0,1209889,normal,0
2025-05-07T13:56:30,C00464,19611.2,18452.0,1159.2,12,1001,0,trusted_device,same_city,Karachi,Karachi,IBFT,Others,medium,0,13,domestic_only,0,0,4691999,normal,0
2025-09-23T12:37:49,C00637,61258.4,69521.2,-8260.0,3,990,0,trusted_device,same_city,Peshawar,Peshawar,1LINK,Fuel,low,0,12,domestic_only,0,0,6745679,normal,0
2025-05-17T11:32:23,C00896,262007.2,74508.0,187499.2,6,1219,1,new_device,same_city,Lahore,Lahore,App,Electronics,low,0,11,domestic_only,1,1,10096928,first_time_international,1
2025-04-01T11:35:42,C00007,25463.2,22089.2,3374.0,6,51,0,trusted_device,same_city,Karachi,Karachi,Raast,Travel,medium,1,11,domestic_only,0,0,1920876,normal,0
2025-03-22T12:42:24,C00058,33090.4,20930.0,12160.4,6,17,0,trusted_device,different_city,Karachi,Lahore,Raast,P2P,low,0,12,domestic_only,0,0,623224,normal,0
2025-12-07T14:58:34,C00565,34073.2,36887.2,-2814.0,5,549,0,trusted_device,same_city,Sialkot,Sialkot,Easypaisa,Groceries,medium,0,14,domestic_only,0,0,782515,normal,0
2025-09-02T17:47:14,C00275,10474.8,18079.6,-7604.8,1,309,0,trusted_device,same_city,Hyderabad,Hyderabad,App,Education,low,0,17,domestic_only,0,0,3927014,normal,0
2025-12-07T18:55:08,C00353,22495.2,21823.2,669.2,3,1338,0,trusted_device,same_city,Multan,Multan,Easypaisa,Groceries,high,0,18,domestic_only,0,0,892407,normal,0
2025-05-04T14:11:42,C00140,11348.4,10197.6,1150.8,18,18,1,new_device,different_city,Multan,Sialkot,ATM,Cash,medium,0,14,domestic_only,0,0,182996,rapid_atm_multi_location,1
2025-01-10T19:51:51,C00427,21747.6,24326.4,-2578.8,0,642,0,trusted_device,same_city,Islamabad,Islamabad,Raast,Travel,medium,0,19,domestic_only,0,0,624314,normal,0
2025-05-06T17:37:35,C00866,16651.6,24074.4,-7422.8,8,1056,0,trusted_device,same_city,Islamabad,Islamabad,Easypaisa,Fuel,medium,0,17,domestic_only,0,0,896961,normal,0
2025-10-10T13:04:41,C00146,19868.8,22503.6,-2634.8,16,676,0,trusted_device,different_city,Faisalabad,Islamabad,Easypaisa,Healthcare,low,0,13,domestic_only,0,0,3543565,normal,0
2025-11-23T17:54:22,C00435,40616.8,39197.2,1419.6,11,1474,1,trusted_device,same_city,Karachi,Karachi,App,P2P,high,0,17,domestic_only,0,0,27831,normal,0
2025-08-10T13:18:10,C00593,28870.8,27703.2,1167.6,4,985,0,trusted_device,same_city,Multan,Multan,Raast,Groceries,medium,0,13,domestic_only,0,0,237336,normal,0
2025-10-06T16:19:52,C00506,11936.4,15433.6,-3497.2,7,536,0,trusted_device,same_city,Quetta,Quetta,Raast,Cash,medium,0,16,domestic_only,0,0,4760865,normal,0
2025-05-11T13:59:58,C00392,5446.0,20171.2,-14722.4,2,84,0,trusted_device,same_city,Hyderabad,Hyderabad,Raast,Groceries,low,0,13,domestic_only,0,0,1981443,normal,0
2025-12-31T16:20:12,C00736,126532.0,117266.8,9268.0,4,450,0,trusted_device,same_city,Sialkot,Sialkot,ATM,Fuel,low,1,16,domestic_only,0,0,367427,normal,0
2025-08-06T10:28:39,C00304,22232.0,22632.4,-400.4,8,1635,0,trusted_device,same_city,Rawalpindi,Rawalpindi,1LINK,Dining,high,0,10,domestic_only,0,0,8004467,normal,0
2025-02-01T15:49:42,C00740,19857.6,20084.4,-226.8,1,38,0,emulated_device,same_city,Faisalabad,Faisalabad,Easypaisa,Cash,medium,1,15,domestic_only,0,0,0,normal,0
2025-05-12T11:55:40,C00026,28224.0,20020.0,8204.0,5,51,0,trusted_device,same_city,Faisalabad,Faisalabad,Easypaisa,Utilities,low,0,11,domestic_only,0,0,3384862,normal,0
2025-04-05T14:54:26,C00546,14369.6,12899.6,1470.0,1,879,0,trusted_device,same_city,Rawalpindi,Rawalpindi,POS,Electronics,low,0,14,domestic_only,0,0,347737,normal,0
2025-12-19T15:33:13,C00542,56896.0,39818.8,17077.2,1,1213,0,trusted_device,same_city,Multan,Multan,POS,P2P,medium,0,15,domestic_only,0,0,7450368,normal,0
2025-05-20T10:07:17,C00872,163497.6,27420.4,136077.2,4,140,1,new_device,same_city,Peshawar,Peshawar,IBFT,Education,high,0,10,domestic_only,0,0,5422195,amount_5x_avg_30d,1
2025-06-24T09:10:10,C00829,5124.0,5255.6,-131.6,3,40,0,trusted_device,same_city,Hyderabad,Hyderabad,1LINK,Others,high,0,9,domestic_only,0,0,3530856,normal,0
2025-02-14T08:34:16,C00371,45150.0,39068.4,6078.8,3,262,0,trusted_device,same_city,Rawalpindi,Rawalpindi,POS,Others,low,0,8,domestic_only,0,0,0,normal,0
2025-02-13T15:06:48,C00677,19040.0,17516.8,1523.2,2,479,0,new_device,same_city,Hyderabad,Hyderabad,Easypaisa,Dining,medium,0,15,domestic_only,0,0,32452,normal,0
2025-12-15T11:44:35,C00013,35476.0,40177.2,-4698.4,4,975,0,trusted_device,same_city,Peshawar,Peshawar,POS,Education,low,0,11,domestic_only,0,0,673509,normal,0
2025-02-20T02:41:40,C00486,1627388.0,83706.0,1543682.0,2,874,1,new_device,different_city,Multan,Rawalpindi,Raast,Others,low,0,2,domestic_only,0,0,1606245,offhours_high_value_2am,1
2025-11-06T13:14:15,C00198,25026.4,37671.2,-12642.0,2,340,0,trusted_device,same_city,Peshawar,Peshawar,Easypaisa,Groceries,low,0,13,domestic_only,0,0,19560,normal,0
2025-04-21T10:34:52,C00781,58360.4,61300.4,-2937.2,1,702,0,trusted_device,same_city,Hyderabad,Hyderabad,Raast,Utilities,medium,0,10,domestic_only,0,0,1649366,normal,0
2025-10-23T07:22:25,C00808,29349.6,29506.4,-156.8,3,71,0,trusted_device,same_city,Rawalpindi,Rawalpindi,1LINK,Fuel,medium,0,7,domestic_only,0,0,3272472,normal,0
2025-06-01T15:51:14,C00755,12784.8,14806.4,-2021.6,18,1363,1,trusted_device,same_city,Rawalpindi,Rawalpindi,Easypaisa,Education,low,1,15,domestic_only,0,0,971109,normal,0
2025-10-07T16:59:25,C00633,13064.8,13781.6,-714.0,13,1583,0,new_device,different_city,Quetta,Faisalabad,App,Travel,low,0,16,domestic_only,0,0,1748263,normal,0
2025-01-24T17:48:12,C00846,28434.0,24500.0,3934.0,16,2079,0,trusted_device,same_city,Hyderabad,Hyderabad,POS,Electronics,low,0,17,domestic_only,0,0,1478138,normal,0
2025-07-14T11:06:12,C00818,38018.4,34456.8,3561.6,1,281,0,trusted_device,same_city,Sialkot,Sialkot,App,P2P,low,0,11,domestic_only,0,0,701648,normal,0
2025-09-27T11:27:36,C00829,2912.0,4888.8,-1976.8,3,53,1,trusted_device,different_city,Karachi,Hyderabad,1LINK,P2P,high,1,11,domestic_only,0,0,676852,normal,0
2025-02-26T15:36:10,C00125,50752.8,55140.4,-4387.6,2,555,0,new_device,same_city,Quetta,Quetta,ATM,Utilities,medium,1,15,domestic_only,0,0,7208,normal,0
2025-10-22T14:57:17,C00861,23105.6,23643.2,-537.6,7,1018,0,trusted_device,same_city,Quetta,Quetta,POS,Groceries,medium,0,14,domestic_only,0,0,612329,normal,0
2025-06-02T12:11:41,C00799,101441.2,73354.4,28086.8,2,183,0,trusted_device,same_city,Multan,Multan,ATM,Others,low,0,12,domestic_only,0,0,79478,normal,0
2025-08-20T15:41:04,C00826,10950.8,11040.4,-89.6,6,911,0,trusted_device,same_city,Islamabad,Islamabad,1LINK,Education,low,0,15,domestic_only,0,0,85808,normal,0
2025-01-27T14:48:58,C00753,15402.8,12247.2,3152.8,2,65,1,trusted_device,same_city,Hyderabad,Hyderabad,ATM,P2P,low,1,14,domestic_only,0,0,179544,normal,0
2025-11-22T06:37:50,C00307,22190.0,40824.0,-18634.0,3,272,0,trusted_device,same_city,Faisalabad,Faisalabad,JazzCash,P2P,high,0,6,domestic_only,0,0,1260624,normal,0
2025-08-11T09:32:10,C00617,75972.4,78134.0,-2164.4,1,1173,0,trusted_device,same_city,Sialkot,Sialkot,ATM,P2P,medium,0,9,domestic_only,0,0,920496,normal,0
2025-12-16T09:46:58,C00036,15565.2,14210.0,1358.0,6,915,0,trusted_device,same_city,Multan,Multan,Raast,Cash,low,0,9,domestic_only,0,0,495989,normal,0
2025-07-26T12:24:07,C00667,40712.0,41039.6,-327.6,5,1252,0,trusted_device,same_city,Quetta,Quetta,ATM,Groceries,low,1,12,domestic_only,0,0,340887,normal,0
2025-12-25T11:54:45,C00203,28534.8,35193.2,-6658.4,19,279,0,new_device,different_city,Hyderabad,Rawalpindi,ATM,Cash,medium,1,11,domestic_only,0,0,2676249,rapid_atm_multi_location,1
2025-12-30T18:01:54,C00747,17334.8,17155.6,179.2,11,2204,0,trusted_device,same_city,Hyderabad,Hyderabad,Raast,Groceries,high,1,18,domestic_only,0,0,290197,normal,0
2025-03-16T12:55:40,C00236,16786.0,14716.8,2069.2,12,2103,0,trusted_device,same_city,Peshawar,Peshawar,IBFT,Groceries,low,0,12,domestic_only,0,0,780215,normal,0
2025-04-21T14:33:24,C00819,18617.2,19664.4,-1047.2,1,91,0,trusted_device,same_city,Peshawar,Peshawar,ATM,Utilities,medium,0,14,domestic_only,0,0,1473581,normal,0
2025-07-07T12:44:29,C00409,22976.8,29016.4,-6036.8,2,515,1,new_device,same_city,Hyderabad,Hyderabad,Easypaisa,Electronics,high,0,12,domestic_only,0,0,5442721,normal,0
2025-08-20T10:58:00,C00476,14926.8,19782.0,-4858.0,3,761,0,trusted_device,same_city,Lahore,Lahore,JazzCash,Others,medium,0,10,domestic_only,0,0,223829,normal,0
2025-07-11T15:48:32,C00769,63425.6,66474.8,-3049.2,1,748,0,trusted_device,same_city,Faisalabad,Faisalabad,JazzCash,Groceries,medium,0,15,domestic_only,0,0,511472,normal,0
2025-04-09T18:56:17,C00251,46566.8,41375.6,5191.2,13,2600,0,trusted_device,same_city,Karachi,Karachi,Easypaisa,Fuel,medium,0,18,domestic_only,0,0,1584490,normal,0
2025-02-24T17:48:08,C00645,29666.0,27851.6,1814.4,5,722,0,new_device,same_city,Quetta,Quetta,ATM,Utilities,low,0,17,domestic_only,0,0,291270,normal,0
2025-07-08T06:32:25,C00826,11863.6,11191.6,672.0,4,909,0,trusted_device,different_city,Quetta,Islamabad,App,Healthcare,low,0,6,domestic_only,0,0,79438,normal,0
2025-08-12T15:53:33,C00450,39466.0,36268.4,3197.6,7,30,0,trusted_device,same_city,Lahore,Lahore,POS,Others,low,0,15,domestic_only,0,0,1473257,normal,0
2025-07-17T10:14:57,C00478,39236.4,35714.0,3522.4,1,383,0,trusted_device,same_city,Peshawar,Peshawar,Raast,P2P,high,0,10,domestic_only,0,0,3460178,normal,0
2025-08-26T13:25:44,C00894,27974.8,28512.4,-537.6,2,205,0,new_device,same_city,Islamabad,Islamabad,1LINK,Travel,medium,1,13,domestic_only,0,0,12568,normal,0
2025-03-17T16:37:35,C00808,27678.0,27372.8,305.2,0,76,0,trusted_device,same_city,Rawalpindi,Rawalpindi,JazzCash,Healthcare,medium,0,16,domestic_only,0,0,5284522,normal,0
2025-05-28T13:43:46,C00250,24348.8,28761.6,-4415.6,0,259,0,trusted_device,same_city,Karachi,Karachi,ATM,Groceries,low,1,13,domestic_only,0,0,1036389,normal,0
2025-02-25T13:52:42,C00100,23298.8,22691.2,607.6,8,956,1,trusted_device,same_city,Sialkot,Sialkot,POS,Utilities,low,1,13,domestic_only,0,0,2413412,normal,0
2025-07-06T08:58:03,C00867,136309.6,102312.0,33997.6,3,308,0,trusted_device,different_city,Faisalabad,Karachi,ATM,Fuel,low,0,8,domestic_only,0,0,9595,normal,0
2025-03-10T14:46:18,C00108,56464.8,45824.8,10640.0,6,100,0,new_device,same_city,Islamabad,Islamabad,1LINK,Utilities,low,0,14,domestic_only,0,0,718860,normal,0
2025-08-18T10:48:04,C00580,62280.4,53818.8,8461.6,2,1146,0,trusted_device,same_city,Lahore,Lahore,Raast,Dining,low,0,10,domestic_only,0,0,241311,normal,0
2025-12-04T13:33:51,C00074,86125.2,69098.4,17026.8,1,293,0,trusted_device,same_city,Karachi,Karachi,Raast,Utilities,medium,0,13,domestic_only,0,0,795404,normal,0
2025-10-20T12:37:40,C00381,55165.6,82723.2,-27557.6,3,1090,0,trusted_device,same_city,Lahore,Lahore,ATM,Groceries,low,0,12,domestic_only,0,0,248889,normal,0
2025-01-08T15:12:54,C00416,31516.8,40420.8,-8904.0,0,433,0,trusted_device,same_city,Quetta,Quetta,ATM,Utilities,high,0,15,domestic_only,0,0,0,normal,0
2025-11-27T07:32:01,C00349,181162.8,31953.6,149209.2,2,189,0,emulated_device,different_city,Quetta,Peshawar,IBFT,Cash,medium,1,7,domestic_only,0,0,9309800,amount_5x_avg_30d,1
2025-06-09T14:30:51,C00765,16839.2,16391.2,450.8,1,61,0,trusted_device,same_city,Lahore,Lahore,App,Utilities,low,0,14,domestic_only,0,0,254256,normal,0
2025-10-30T20:13:42,C00144,25832.8,25463.2,369.6,7,1387,0,new_device,same_city,Multan,Multan,Raast,Cash,high,1,20,domestic_only,0,0,796240,normal,0
2025-12-01T14:34:51,C00233,14495.6,23973.6,-9475.2,1,29,0,trusted_device,same_city,Peshawar,Peshawar,Raast,P2P,medium,1,14,domestic_only,0,0,390019,normal,0
2025-04-22T13:12:23,C00263,25449.2,24250.8,1198.4,0,161,0,trusted_device,same_city,Peshawar,Peshawar,Raast,Dining,medium,0,13,domestic_only,0,0,597130,normal,0
2025-05-12T14:50:33,C00771,56697.2,51385.6,5311.6,2,499,0,trusted_device,same_city,Islamabad,Islamabad,IBFT,Dining,low,0,14,domestic_only,0,0,416760,normal,0
2025-08-28T14:54:59,C00468,14641.2,16133.6,-1492.4,4,107,1,new_device,same_city,Hyderabad,Hyderabad,1LINK,Others,high,1,14,domestic_only,0,0,1660455,normal,0
2025-08-10T10:16:11,C00547,56450.8,53247.6,3200.4,3,370,1,trusted_device,same_city,Peshawar,Peshawar,ATM,Education,medium,0,10,domestic_only,0,0,9159329,normal,0
2025-10-22T17:16:18,C00263,20440.0,24606.4,-4166.4,0,161,0,trusted_device,same_city,Peshawar,Peshawar,Raast,P2P,medium,0,17,domestic_only,0,0,799562,normal,0
2025-03-15T06:35:23,C00374,19524.4,18919.6,607.6,16,2038,0,trusted_device,same_city,Sialkot,Sialkot,POS,Dining,medium,0,6,domestic_only,0,0,1807696,normal,0
2025-12-24T15:58:48,C00514,78512.0,71926.4,6585.6,2,1138,0,trusted_device,same_city,Faisalabad,Faisalabad,IBFT,Groceries,medium,0,15,domestic_only,0,0,450822,normal,0
2025-06-15T17:46:06,C00377,11146.8,9699.2,1450.4,2,22,0,trusted_device,same_city,Multan,Multan,JazzCash,P2P,low,0,17,domestic_only,0,0,353040,normal,0
2025-12-15T18:46:07,C00522,31539.2,39110.4,-7568.4,0,433,0,new_device,different_city,Islamabad,Karachi,Raast,Dining,low,0,18,domestic_only,0,0,2098584,normal,0
2025-11-25T02:10:33,C00617,1017424.8,77747.6,939677.2,1,1146,1,new_device,same_city,Sialkot,Sialkot,App,Others,medium,1,2,domestic_only,0,0,307068,offhours_high_value_2am,1
2025-06-09T06:54:32,C00082,63462.0,13798.4,49663.6,16,1314,1,new_device,same_city,Rawalpindi,Rawalpindi,App,Others,medium,0,6,domestic_only,1,1,3873272,first_time_international,1
2025-05-24T16:51:49,C00380,37158.8,31850.0,5308.8,0,149,0,new_device,same_city,Lahore,Lahore,ATM,P2P,low,0,16,domestic_only,0,0,3127046,normal,0
2025-04-17T11:26:37,C00626,22430.8,20109.6,2321.2,2,49,1,trusted_device,same_city,Karachi,Karachi,ATM,Groceries,high,0,11,domestic_only,0,0,1288236,normal,0
2025-06-15T12:03:09,C00083,21926.8,23102.8,-1176.0,8,1261,0,trusted_device,same_city,Karachi,Karachi,ATM,Utilities,high,0,12,domestic_only,0,0,2667537,normal,0
2025-12-20T11:44:06,C00571,8078.0,8055.6,22.4,8,276,0,trusted_device,same_city,Quetta,Quetta,App,Dining,low,0,11,domestic_only,0,0,510446,normal,0
2025-04-03T12:26:01,C00014,505274.0,78190.0,427084.0,2,965,1,trusted_device,same_city,Islamabad,Islamabad,Easypaisa,P2P,low,0,12,domestic_only,0,0,613558,amount_5x_avg_30d,1
2025-04-08T10:05:25,C00427,22761.2,23447.2,-686.0,0,641,0,new_device,same_city,Islamabad,Islamabad,JazzCash,Fuel,medium,0,10,domestic_only,0,0,7568014,normal,0
2025-01-21T11:47:00,C00530,21120.4,19320.0,1800.4,2,413,0,trusted_device,different_city,Faisalabad,Quetta,JazzCash,Education,high,0,11,domestic_only,0,0,249870,normal,0
2025-01-25T10:39:16,C00421,22548.4,21803.6,744.8,12,1841,0,new_device,same_city,Rawalpindi,Rawalpindi,1LINK,Groceries,high,1,10,domestic_only,0,0,68905,normal,0
2025-12-06T12:38:30,C00168,13580.0,20532.4,-6952.4,8,92,0,trusted_device,same_city,Multan,Multan,Raast,Utilities,high,0,12,domestic_only,0,0,7523297,duplicate_tx_60s,1
2025-05-13T10:10:04,C00232,31256.4,28688.8,2567.6,6,1034,0,trusted_device,same_city,Islamabad,Islamabad,JazzCash,Dining,medium,0,10,domestic_only,0,0,435223,normal,0
2025-02-05T09:15:22,C00651,21154.0,21694.4,-537.6,10,420,0,trusted_device,same_city,Karachi,Karachi,1LINK,Education,medium,0,9,domestic_only,0,0,1451102,normal,0
2025-04-14T13:34:12,C00399,12418.0,13154.4,-733.6,9,2873,0,trusted_device,same_city,Sialkot,Sialkot,POS,Groceries,medium,0,13,domestic_only,0,0,457948,normal,0
2025-12-18T13:41:26,C00456,38298.4,32575.2,5723.2,12,1385,0,trusted_device,same_city,Lahore,Lahore,Raast,Utilities,low,0,13,domestic_only,0,0,944458,normal,0
2025-04-30T17:20:43,C00222,25690.0,18314.8,7378.0,1,319,1,trusted_device,same_city,Peshawar,Peshawar,App,Cash,low,1,17,domestic_only,0,0,6341745,normal,0
2025-07-15T11:07:06,C00221,28397.6,24463.6,3934.0,2,82,0,emulated_device,different_city,Islamabad,Lahore,1LINK,Electronics,low,0,11,domestic_only,0,0,524335,normal,0
2025-07-14T13:33:05,C00824,26790.4,23335.2,3455.2,2,239,1,trusted_device,same_city,Hyderabad,Hyderabad,JazzCash,Fuel,low,0,13,domestic_only,0,0,1135166,normal,0
2025-10-05T15:33:29,C00212,81205.6,105870.8,-24665.2,3,887,0,trusted_device,same_city,Islamabad,Islamabad,JazzCash,Dining,medium,0,15,domestic_only,0,0,630879,normal,0
2025-09-03T13:41:44,C00807,27028.4,30214.8,-3186.4,18,1331,0,trusted_device,same_city,Islamabad,Islamabad,POS,Electronics,medium,0,13,domestic_only,0,0,1891344,normal,0
2025-12-20T14:21:38,C00677,25832.8,19303.2,6529.6,1,470,0,trusted_device,same_city,Hyderabad,Hyderabad,Easypaisa,Cash,medium,0,14,domestic_only,0,0,1469263,normal,0
2025-03-08T02:50:36,C00506,1340676.4,16702.0,1323974.4,7,536,1,new_device,same_city,Quetta,Quetta,Raast,Travel,medium,0,2,domestic_only,0,0,225611,offhours_high_value_2am,1
2025-11-20T11:37:21,C00620,27641.6,22506.4,5135.2,5,2719,0,trusted_device,different_city,Karachi,Peshawar,Easypaisa,Utilities,medium,0,11,domestic_only,0,0,1985951,normal,0
2025-05-30T14:55:38,C00389,28742.0,26516.0,2226.0,5,1150,1,trusted_device,same_city,Rawalpindi,Rawalpindi,ATM,Fuel,low,1,14,domestic_only,0,0,521335,normal,0
2025-06-29T14:36:09,C00861,23934.4,23430.4,501.2,7,1011,0,trusted_device,same_city,Quetta,Quetta,Easypaisa,Cash,medium,1,14,domestic_only,0,0,1042538,normal,0
2025-01-28T14:57:02,C00034,15131.2,14921.2,210.0,11,2719,0,trusted_device,same_city,Faisalabad,Faisalabad,ATM,Electronics,low,1,14,domestic_only,0,0,0,normal,0
2025-09-30T09:02:47,C00395,21484.4,21968.8,-484.4,18,2018,0,trusted_device,same_city,Sialkot,Sialkot,IBFT,Electronics,low,1,9,domestic_only,0,0,5094844,normal,0
2025-11-16T14:55:57,C00546,12118.4,13426.0,-1307.6,2,903,0,trusted_device,same_city,Rawalpindi,Rawalpindi,POS,Utilities,low,0,14,domestic_only,0,0,3530049,normal,0
2025-05-02T15:26:21,C00687,35848.4,33101.6,2746.8,2,1267,0,trusted_device,same_city,Karachi,Karachi,Easypaisa,Groceries,low,0,15,domestic_only,0,0,2327978,normal,0
2025-01-12T11:57:09,C00363,16777.6,16632.0,142.8,11,1107,0,trusted_device,same_city,Peshawar,Peshawar,JazzCash,Dining,low,0,11,domestic_only,0,0,0,normal,0
2025-03-22T15:38:29,C00607,18328.8,28042.0,-9713.2,8,389,0,trusted_device,same_city,Peshawar,Peshawar,1LINK,Cash,medium,0,15,domestic_only,0,0,1062358,normal,0
2025-01-08T19:21:57,C00524,53718.0,55717.2,-1999.2,2,86,0,trusted_device,same_city,Faisalabad,Faisalabad,JazzCash,Groceries,high,0,19,domestic_only,0,0,180301,normal,0
2025-03-26T18:58:37,C00868,28571.2,29909.6,-1338.4,11,774,1,trusted_device,same_city,Quetta,Quetta,POS,Groceries,low,1,18,domestic_only,0,0,7187294,normal,0
2025-06-01T11:25:17,C00826,12180.0,10981.6,1198.4,5,907,0,trusted_device,same_city,Islamabad,Islamabad,1LINK,Cash,low,1,11,domestic_only,0,0,860477,normal,0
2025-08-26T11:07:51,C00390,36531.6,21361.2,15170.4,7,409,0,trusted_device,same_city,Multan,Multan,ATM,Dining,high,0,11,domestic_only,0,0,40,duplicate_tx_60s,1
2025-05-16T14:01:33,C00114,78752.8,89423.6,-10670.8,3,293,0,trusted_device,same_city,Karachi,Karachi,IBFT,Groceries,low,0,14,domestic_only,0,0,4766133,normal,0
2025-11-19T11:12:35,C00637,71764.0,68306.0,3458.0,2,999,0,trusted_device,same_city,Peshawar,Peshawar,1LINK,Others,low,0,11,domestic_only,0,0,2408973,normal,0
2025-02-16T12:49:18,C00271,26068.0,31525.2,-5457.2,7,16,0,new_device,same_city,Sialkot,Sialkot,Raast,Groceries,low,0,12,domestic_only,0,0,0,normal,0
