timestamp,customer_id,amount,avg_user_amount,amount_deviation,tx_velocity,tx_history,new_beneficiary,device,location,city,home_city,channel,merchant_category,kyc_tier,is_holiday,hour,is_anomaly
2025-06-29T18:49:26,C00819,21677.6,18334.4,3343.2,3,77,1,new_device,different_city,Lahore,Peshawar,POS,Groceries,medium,1,18,1
2025-11-11T06:10:11,C00376,34686.4,35448.0,-764.4,4,176,0,trusted_device,same_city,Lahore,Lahore,IBFT,Groceries,low,0,6,0
2025-01-07T14:21:54,C00281,18603.2,20112.4,-1509.2,17,2099,0,new_device,same_city,Multan,Multan,1LINK,Utilities,low,0,14,0
2025-06-26T12:38:28,C00428,19168.8,15635.2,3533.6,5,26,0,trusted_device,same_city,Rawalpindi,Rawalpindi,Raast,Healthcare,medium,1,12,0
2025-04-19T10:04:01,C00198,45917.2,39348.4,6568.8,2,338,0,trusted_device,same_city,Peshawar,Peshawar,IBFT,Utilities,low,0,10,0
2025-10-18T07:55:01,C00844,40899.6,35310.8,5588.8,1,195,0,trusted_device,same_city,Karachi,Karachi,ATM,P2P,medium,0,7,0
2025-02-12T11:22:47,C00420,20770.4,21590.8,-820.4,3,226,0,trusted_device,same_city,Hyderabad,Hyderabad,ATM,Travel,medium,0,11,0
2025-11-05T13:18:39,C00404,13669.6,13398.0,271.6,2,1380,1,trusted_device,same_city,Rawalpindi,Rawalpindi,Easypaisa,Cash,low,0,13,0
2025-09-21T09:22:39,C00226,34414.8,28817.6,5600.0,7,727,0,new_device,different_city,Karachi,Islamabad,IBFT,P2P,low,0,9,0
2025-12-19T15:17:34,C00075,119198.8,101816.4,17382.4,0,319,0,trusted_device,same_city,Hyderabad,Hyderabad,App,Dining,low,0,15,0
2025-12-31T10:41:44,C00374,21784.0,20868.4,915.6,16,2039,0,trusted_device,same_city,Sialkot,Sialkot,JazzCash,Groceries,medium,1,10,0
2025-10-08T12:02:34,C00568,20104.0,11516.4,8587.6,2,85,0,trusted_device,same_city,Multan,Multan,App,Fuel,low,0,12,0
2025-12-29T17:41:03,C00163,15878.8,16147.6,-268.8,5,1086,0,trusted_device,different_city,Sialkot,Faisalabad,1LINK,Dining,medium,1,17,0
2025-05-22T12:27:43,C00398,113358.0,101267.6,12093.2,5,978,0,trusted_device,same_city,Lahore,Lahore,ATM,Utilities,low,0,12,0
2025-02-24T17:48:08,C00645,29666.0,27851.6,1814.4,5,722,0,new_device,same_city,Quetta,Quetta,ATM,Utilities,low,0,17,0
2025-04-30T11:05:06,C00298,28378.0,23794.4,4580.8,15,1219,0,new_device,same_city,Faisalabad,Faisalabad,POS,Travel,high,1,11,0
2025-05-24T09:32:53,C00654,13820.8,15016.4,-1198.4,6,2847,0,trusted_device,same_city,Faisalabad,Faisalabad,IBFT,Fuel,low,0,9,0
2025-04-18T00:11:11,C00665,20291.6,13664.0,6627.6,2,359,0,new_device,same_city,Hyderabad,Hyderabad,App,Electronics,low,0,0,1
2025-04-10T14:33:51,C00061,24488.8,18365.2,6123.6,2,41,0,trusted_device,same_city,Quetta,Quetta,POS,Utilities,medium,0,14,0
2025-06-23T11:43:35,C00555,16086.0,15831.2,254.8,6,2795,0,trusted_device,same_city,Peshawar,Peshawar,POS,Education,medium,0,11,0
2025-03-16T13:23:54,C00819,17816.4,17802.4,14.0,0,74,0,new_device,same_city,Peshawar,Peshawar,Raast,Groceries,medium,0,13,0
2025-08-04T06:20:00,C00350,29640.8,19577.6,10060.4,0,76,0,emulated_device,same_city,Rawalpindi,Rawalpindi,IBFT,Groceries,low,0,6,0
2025-07-06T08:50:53,C00668,20745.2,20487.6,257.6,2,1278,0,trusted_device,same_city,Sialkot,Sialkot,POS,Education,medium,0,8,0
2025-05-25T13:23:21,C00238,86256.8,96451.6,-10197.6,0,802,0,trusted_device,same_city,Multan,Multan,JazzCash,Education,medium,1,13,0
2025-06-05T00:45:30,C00441,35551.6,32779.6,2772.0,0,247,0,new_device,same_city,Lahore,Lahore,ATM,Cash,medium,0,0,1
2025-02-09T15:05:38,C00179,42285.6,44545.2,-2259.6,2,259,0,trusted_device,same_city,Rawalpindi,Rawalpindi,App,Others,medium,0,15,0
2025-04-23T17:36:29,C00844,31105.2,37581.6,-6476.4,1,206,0,new_device,same_city,Karachi,Karachi,App,Groceries,medium,0,17,0
2025-06-06T12:08:23,C00674,15195.6,15030.4,165.2,0,356,1,trusted_device,same_city,Sialkot,Sialkot,JazzCash,P2P,medium,0,12,0
2025-10-18T11:58:54,C00313,8044.4,10544.8,-2503.2,3,21,1,trusted_device,same_city,Faisalabad,Faisalabad,App,Travel,low,0,11,0
2025-08-02T15:49:26,C00601,19672.8,19364.8,308.0,12,1457,0,new_device,same_city,Rawalpindi,Rawalpindi,Raast,Electronics,low,0,15,0
2025-02-27T12:54:53,C00757,26350.8,22943.2,3407.6,3,464,0,trusted_device,same_city,Multan,Multan,1LINK,Electronics,medium,1,12,0
2025-12-22T12:07:46,C00613,33636.4,35627.2,-1993.6,1,457,1,trusted_device,same_city,Islamabad,Islamabad,IBFT,Cash,high,0,12,0
2025-07-21T12:15:10,C00847,52186.4,74986.8,-22800.4,2,1154,0,new_device,same_city,Sialkot,Sialkot,App,Healthcare,medium,0,12,0
2025-02-05T12:38:55,C00454,63117.6,61521.6,1596.0,2,691,0,trusted_device,same_city,Hyderabad,Hyderabad,Easypaisa,Education,low,0,12,0
2025-06-16T06:19:26,C00217,22405.6,21616.0,789.6,7,1938,1,trusted_device,same_city,Karachi,Karachi,Raast,Utilities,low,0,6,0
2025-06-17T15:44:48,C00140,4614.4,9016.0,-4398.8,0,25,0,new_device,different_city,Islamabad,Sialkot,App,Dining,medium,0,15,0
2025-08-02T11:29:28,C00438,19913.6,12684.0,7229.6,5,47,0,trusted_device,same_city,Rawalpindi,Rawalpindi,IBFT,Groceries,low,0,11,0
2025-01-16T07:21:01,C00250,24172.4,28980.0,-4804.8,0,245,0,trusted_device,same_city,Karachi,Karachi,Easypaisa,Cash,low,0,7,0
2025-10-27T15:49:07,C00155,29226.4,24819.2,4407.2,4,501,0,trusted_device,same_city,Faisalabad,Faisalabad,1LINK,Cash,medium,1,15,0
2025-02-11T09:39:57,C00390,22881.6,20280.4,2604.0,0,411,0,trusted_device,same_city,Multan,Multan,JazzCash,Electronics,high,0,9,0
2025-11-20T00:59:06,C00065,17931.2,18054.4,-123.2,8,1332,0,new_device,same_city,Peshawar,Peshawar,App,Electronics,medium,0,0,1
2025-10-20T07:44:36,C00672,37884.0,41129.2,-3245.2,2,376,0,trusted_device,same_city,Karachi,Karachi,1LINK,Education,high,0,7,0
2025-03-02T09:21:59,C00190,88989.6,110420.8,-21434.0,1,755,0,trusted_device,same_city,Peshawar,Peshawar,Easypaisa,Dining,medium,0,9,0
2025-12-04T07:56:00,C00355,7907.2,9366.0,-1458.8,13,1571,0,trusted_device,same_city,Multan,Multan,1LINK,Dining,low,0,7,0
2025-06-12T13:25:05,C00444,33779.2,18452.0,15327.2,2,45,1,emulated_device,same_city,Islamabad,Islamabad,IBFT,Cash,high,0,13,0
2025-10-22T16:43:57,C00695,59477.6,33392.8,26084.8,5,28,0,trusted_device,same_city,Peshawar,Peshawar,JazzCash,Electronics,low,0,16,0
2025-04-19T15:52:10,C00604,16427.6,18821.6,-2394.0,1,730,0,trusted_device,different_city,Faisalabad,Karachi,ATM,P2P,low,0,15,0
2025-02-13T13:22:48,C00355,8251.6,9489.2,-1237.6,13,1571,0,trusted_device,same_city,Multan,Multan,1LINK,Cash,low,0,13,0
2025-05-27T10:36:49,C00645,29643.6,27582.8,2060.8,6,730,0,trusted_device,same_city,Quetta,Quetta,POS,Others,low,1,10,0
2025-09-28T09:23:50,C00496,125876.8,86458.4,39418.4,5,844,0,trusted_device,same_city,Sialkot,Sialkot,JazzCash,Electronics,low,1,9,0
2025-04-16T16:44:04,C00033,14663.6,16634.8,-1968.4,1,25,1,trusted_device,same_city,Lahore,Lahore,Raast,Dining,low,0,16,0
2025-02-05T10:53:44,C00420,53830.0,24931.2,28898.8,11,222,1,trusted_device,different_city,Rawalpindi,Hyderabad,POS,Fuel,medium,0,10,1
2025-03-02T10:42:08,C00695,19261.2,28338.8,-9080.4,0,34,0,trusted_device,different_city,Karachi,Peshawar,1LINK,Utilities,low,0,10,0
2025-07-09T14:28:14,C00291,72688.0,62571.6,10116.4,1,397,0,trusted_device,same_city,Hyderabad,Hyderabad,POS,Electronics,low,0,14,0
2025-02-20T10:29:25,C00601,18774.0,19076.4,-302.4,12,1450,0,trusted_device,different_city,Lahore,Rawalpindi,JazzCash,Fuel,low,0,10,0
2025-06-16T12:33:58,C00769,85624.0,65438.8,20185.2,4,751,0,trusted_device,same_city,Faisalabad,Faisalabad,JazzCash,Education,medium,0,12,0
2025-06-14T15:13:33,C00245,133823.2,14274.4,119548.8,4,1,1,trusted_device,same_city,Peshawar,Peshawar,ATM,Fuel,low,0,15,1
2025-07-28T17:11:02,C00798,151900.0,127654.8,24245.2,1,1289,0,trusted_device,same_city,Quetta,Quetta,ATM,Groceries,medium,1,17,0
2025-08-22T11:31:34,C00729,29047.2,30251.2,-1204.0,18,2531,0,trusted_device,same_city,Sialkot,Sialkot,Easypaisa,Fuel,medium,0,11,0
2025-05-07T13:54:16,C00895,8313.2,9553.6,-1243.2,21,71,0,trusted_device,same_city,Peshawar,Peshawar,App,Groceries,medium,0,13,1
2025-01-29T10:05:52,C00200,20185.2,15220.8,4964.4,6,42,0,trusted_device,same_city,Multan,Multan,Easypaisa,P2P,medium,1,10,0
2025-07-13T07:06:06,C00140,3984.4,10354.4,-6370.0,2,19,1,trusted_device,same_city,Sialkot,Sialkot,ATM,Dining,medium,0,7,0
2025-03-02T12:32:47,C00281,20344.8,20871.2,-526.4,17,2113,1,trusted_device,same_city,Multan,Multan,App,Education,low,0,12,0
2025-06-23T15:32:24,C00449,11194.4,11538.8,-344.4,6,24,0,new_device,same_city,Rawalpindi,Rawalpindi,App,Healthcare,low,0,15,0
2025-04-06T15:14:09,C00548,25796.4,23080.4,2716.0,1,305,0,trusted_device,same_city,Multan,Multan,Easypaisa,Healthcare,medium,0,15,0
2025-02-23T14:25:18,C00708,25233.6,28268.8,-3035.2,4,83,0,trusted_device,same_city,Lahore,Lahore,Raast,Travel,high,0,14,0
2025-02-20T12:40:13,C00474,16878.4,16399.6,481.6,8,2290,0,trusted_device,same_city,Rawalpindi,Rawalpindi,POS,Cash,low,0,12,0
2025-12-16T10:57:31,C00624,29223.6,27375.6,1848.0,0,115,0,trusted_device,same_city,Hyderabad,Hyderabad,Easypaisa,Cash,low,0,10,0
2025-09-19T12:11:54,C00823,18149.6,11970.0,6176.8,4,59,0,trusted_device,same_city,Karachi,Karachi,1LINK,Healthcare,low,0,12,0
2025-08-29T23:07:21,C00194,22352.4,16298.8,6053.6,7,1048,0,new_device,same_city,Quetta,Quetta,App,Cash,medium,1,23,1
2025-05-09T17:57:38,C00137,19619.6,20034.0,-414.4,13,1153,0,trusted_device,same_city,Multan,Multan,App,Others,high,0,17,0
2025-11-28T08:14:16,C00163,15209.6,15478.4,-271.6,6,1097,0,trusted_device,same_city,Faisalabad,Faisalabad,App,Travel,medium,1,8,0
2025-07-14T11:14:20,C00113,32970.0,34913.2,-1943.2,1,750,0,trusted_device,same_city,Multan,Multan,ATM,Electronics,low,0,11,0
2025-08-20T12:29:18,C00748,99240.4,85887.2,13353.2,1,273,0,emulated_device,different_city,Peshawar,Sialkot,POS,P2P,low,0,12,1
2025-04-21T10:34:52,C00781,58360.4,61300.4,-2937.2,1,702,0,trusted_device,same_city,Hyderabad,Hyderabad,Raast,Utilities,medium,0,10,0
2025-11-19T06:16:55,C00823,8803.2,10393.6,-1590.4,0,63,0,trusted_device,same_city,Karachi,Karachi,Raast,Fuel,low,0,6,0
2025-02-07T11:32:22,C00649,84907.2,88953.2,-4046.0,4,1094,0,trusted_device,same_city,Islamabad,Islamabad,App,P2P,low,0,11,0
2025-05-27T15:16:40,C00163,17262.0,16391.2,868.0,4,1087,1,trusted_device,same_city,Faisalabad,Faisalabad,ATM,Electronics,medium,1,15,0
2025-03-18T15:52:45,C00429,24122.0,23833.6,285.6,2,49,0,trusted_device,same_city,Quetta,Quetta,App,Dining,low,0,15,0
2025-11-11T08:42:25,C00148,45847.2,43190.0,2657.2,3,793,0,trusted_device,same_city,Karachi,Karachi,Raast,Healthcare,medium,0,8,0
2025-11-24T13:46:14,C00346,49750.4,43509.2,6241.2,1,71,0,new_device,same_city,Quetta,Quetta,ATM,Education,low,0,13,0
2025-09-11T16:15:44,C00701,13428.8,12871.6,557.2,10,2108,0,trusted_device,same_city,Karachi,Karachi,ATM,Travel,low,0,16,0
2025-12-11T14:25:31,C00369,34468.0,33328.4,1139.6,7,2537,0,trusted_device,same_city,Quetta,Quetta,POS,Groceries,medium,0,14,0
2025-11-18T12:24:11,C00712,29240.4,24724.0,4513.6,2,386,0,trusted_device,same_city,Sialkot,Sialkot,ATM,Groceries,low,0,12,0
2025-05-01T12:51:35,C00596,58752.4,14154.0,44598.4,13,2252,1,trusted_device,same_city,Multan,Multan,IBFT,Utilities,low,1,12,1
2025-01-30T08:30:20,C00660,18550.0,12009.2,6540.8,3,53,1,trusted_device,same_city,Quetta,Quetta,POS,Fuel,low,1,8,0
2025-12-15T11:52:05,C00569,55171.2,60575.2,-5404.0,3,862,0,trusted_device,same_city,Multan,Multan,JazzCash,Fuel,low,0,11,0
2025-09-30T16:18:28,C00213,20748.0,21532.0,-786.8,13,1606,0,trusted_device,same_city,Sialkot,Sialkot,POS,Healthcare,medium,1,16,0
2025-07-07T14:23:58,C00631,97599.6,106974.0,-9374.4,3,1067,0,trusted_device,same_city,Sialkot,Sialkot,Raast,Travel,medium,0,14,0
2025-08-23T13:14:04,C00742,68236.0,74648.0,-6412.0,4,1081,1,trusted_device,same_city,Rawalpindi,Rawalpindi,App,Groceries,medium,0,13,0
2025-06-17T11:37:32,C00269,48196.4,47143.6,1052.8,1,412,0,trusted_device,same_city,Multan,Multan,POS,Fuel,low,0,11,0
2025-02-17T11:05:25,C00609,16592.8,16497.6,95.2,8,680,0,trusted_device,same_city,Faisalabad,Faisalabad,App,Healthcare,low,0,11,0
2025-02-20T17:00:31,C00111,17777.2,20734.0,-2956.8,14,2579,0,trusted_device,same_city,Islamabad,Islamabad,JazzCash,Education,medium,0,17,0
2025-04-04T13:53:14,C00477,31808.0,27238.4,4569.6,11,1580,1,trusted_device,same_city,Karachi,Karachi,1LINK,Fuel,low,0,13,0
2025-10-31T06:58:18,C00437,19490.8,16819.6,2671.2,0,192,0,trusted_device,same_city,Peshawar,Peshawar,App,Electronics,medium,1,6,0
2025-07-08T11:08:05,C00341,81827.2,115780.0,-33952.8,2,1053,0,new_device,same_city,Multan,Multan,IBFT,Groceries,low,0,11,0
2025-11-28T12:54:21,C00321,23816.8,24670.8,-854.0,18,2223,0,trusted_device,same_city,Rawalpindi,Rawalpindi,App,Healthcare,low,1,12,0
2025-04-09T17:08:11,C00437,13557.6,16186.8,-2629.2,0,181,0,emulated_device,different_city,Quetta,Peshawar,ATM,Groceries,medium,0,17,1
2025-12-26T13:31:40,C00319,252145.6,67550.0,184595.6,1,1286,1,trusted_device,same_city,Peshawar,Peshawar,Easypaisa,Utilities,medium,1,13,1
2025-06-21T20:24:46,C00013,46485.6,39379.2,7106.4,2,984,0,new_device,same_city,Peshawar,Peshawar,JazzCash,P2P,low,0,20,0
2025-10-18T12:36:41,C00197,19255.6,17547.6,1708.0,1,15,0,new_device,same_city,Karachi,Karachi,POS,Fuel,low,0,12,0
2025-01-26T06:27:53,C00546,12079.2,13714.4,-1635.2,1,903,0,trusted_device,same_city,Rawalpindi,Rawalpindi,App,Groceries,low,1,6,0
2025-10-30T07:58:56,C00137,184433.2,19776.4,164656.8,13,1143,0,trusted_device,same_city,Multan,Multan,JazzCash,Utilities,high,1,7,1
2025-11-17T09:48:38,C00821,16942.8,23055.2,-6112.4,0,888,0,trusted_device,same_city,Hyderabad,Hyderabad,App,Others,low,0,9,0
2025-05-17T17:04:28,C00061,12955.6,21666.4,-8710.8,3,37,0,trusted_device,different_city,Islamabad,Quetta,POS,Cash,medium,0,17,0
2025-02-02T13:57:16,C00597,36335.6,43450.4,-7114.8,1,404,0,new_device,same_city,Peshawar,Peshawar,Easypaisa,Fuel,low,0,13,0
2025-06-11T06:05:50,C00828,47698.0,45668.0,2030.0,1,233,1,trusted_device,same_city,Islamabad,Islamabad,ATM,Electronics,medium,0,6,0
2025-12-19T15:33:13,C00542,56896.0,39818.8,17077.2,1,1213,0,trusted_device,same_city,Multan,Multan,POS,P2P,medium,0,15,0
2025-01-10T13:19:24,C00060,8472.8,7770.0,702.8,1,91,1,trusted_device,same_city,Quetta,Quetta,1LINK,Fuel,low,0,13,0
2025-01-28T09:50:37,C00338,33222.0,34678.0,-1456.0,4,770,0,trusted_device,same_city,Rawalpindi,Rawalpindi,Easypaisa,Groceries,low,1,9,0
2025-10-06T12:36:09,C00372,22766.8,25001.2,-2237.2,3,61,0,trusted_device,same_city,Faisalabad,Faisalabad,1LINK,Travel,medium,0,12,0
2025-03-29T08:20:48,C00023,26034.4,30102.8,-4068.4,3,210,0,trusted_device,same_city,Sialkot,Sialkot,ATM,Cash,high,1,8,0
2025-01-12T19:18:43,C00260,6238.4,11729.2,-5490.8,5,25,1,trusted_device,same_city,Multan,Multan,JazzCash,Groceries,low,0,19,0
2025-08-06T03:12:46,C00463,125414.8,120789.2,4622.8,27,848,1,trusted_device,same_city,Sialkot,Sialkot,POS,Fuel,medium,0,3,1
2025-03-10T16:51:56,C00841,12378.8,15005.2,-2629.2,9,1490,0,trusted_device,same_city,Karachi,Karachi,POS,Dining,medium,0,16,0
2025-05-06T16:56:46,C00378,9273.6,17049.2,-7775.6,0,29,0,new_device,same_city,Quetta,Quetta,IBFT,P2P,low,0,16,0
2025-01-01T16:34:07,C00633,11037.6,13924.4,-2886.8,14,1578,0,trusted_device,same_city,Faisalabad,Faisalabad,POS,Travel,low,1,16,0
2025-06-09T11:49:46,C00851,17309.6,16674.0,635.6,17,1599,0,trusted_device,same_city,Islamabad,Islamabad,Raast,Electronics,low,0,11,0
2025-02-18T09:59:36,C00763,29232.0,35347.2,-6115.2,3,251,0,trusted_device,same_city,Quetta,Quetta,JazzCash,Utilities,medium,0,9,0
2025-08-30T12:53:12,C00466,34574.4,29069.6,5504.8,3,74,1,trusted_device,different_city,Sialkot,Quetta,Raast,Groceries,low,1,12,0
2025-11-28T13:49:34,C00870,15719.2,16298.8,-579.6,7,948,0,trusted_device,same_city,Peshawar,Peshawar,1LINK,Utilities,medium,1,13,0
2025-05-01T09:55:29,C00607,25309.2,28938.0,-3631.6,8,404,0,trusted_device,same_city,Peshawar,Peshawar,ATM,P2P,medium,1,9,0
2025-12-23T12:04:37,C00344,65161.6,68462.8,-3301.2,5,423,0,trusted_device,same_city,Sialkot,Sialkot,ATM,Cash,medium,0,12,0
2025-09-10T19:30:31,C00232,34252.4,26703.6,7548.8,8,1029,0,trusted_device,same_city,Islamabad,Islamabad,ATM,Healthcare,medium,0,19,0
2025-02-11T13:28:08,C00446,19457.2,18222.4,1234.8,1,80,0,trusted_device,same_city,Rawalpindi,Rawalpindi,Easypaisa,Utilities,low,0,13,0
2025-01-09T17:08:19,C00153,94284.4,81124.4,13160.0,2,1108,0,trusted_device,same_city,Multan,Multan,Raast,Utilities,medium,0,17,0
2025-10-14T12:20:50,C00733,28120.4,25519.2,2604.0,6,1101,0,trusted_device,same_city,Sialkot,Sialkot,1LINK,P2P,low,0,12,0
2025-12-30T11:51:21,C00862,37886.8,49380.8,-11494.0,3,1268,0,trusted_device,same_city,Faisalabad,Faisalabad,POS,Cash,low,1,11,0
2025-11-01T17:14:59,C00107,20428.8,19535.6,896.0,0,201,0,trusted_device,same_city,Faisalabad,Faisalabad,Raast,P2P,low,1,17,0
2025-02-10T18:20:48,C00645,28842.8,28333.2,509.6,5,729,0,trusted_device,same_city,Quetta,Quetta,IBFT,Dining,low,0,18,0
2025-06-09T12:22:44,C00422,17183.6,22957.2,-5773.6,3,801,0,trusted_device,same_city,Karachi,Karachi,IBFT,P2P,low,0,12,0
2025-05-25T10:15:54,C00405,17679.2,23772.0,-6092.8,4,1047,0,trusted_device,same_city,Rawalpindi,Rawalpindi,1LINK,Groceries,medium,1,10,0
2025-06-18T06:14:32,C00141,15310.4,19406.8,-4096.4,18,1765,0,trusted_device,same_city,Peshawar,Peshawar,Raast,Travel,low,0,6,0
2025-03-14T16:24:41,C00460,72273.6,61051.2,11222.4,8,646,0,trusted_device,same_city,Karachi,Karachi,IBFT,Fuel,low,0,16,0
2025-03-03T13:07:26,C00223,114850.4,86559.2,28294.0,2,887,0,trusted_device,same_city,Lahore,Lahore,Raast,Fuel,low,0,13,0
2025-07-05T09:05:25,C00414,24362.8,20540.8,3822.0,8,900,0,trusted_device,same_city,Islamabad,Islamabad,JazzCash,Travel,medium,0,9,0
2025-02-04T11:41:11,C00636,32029.2,30662.8,1366.4,0,338,1,new_device,same_city,Rawalpindi,Rawalpindi,IBFT,Healthcare,high,0,11,0
2025-11-04T13:55:06,C00748,230126.4,86198.0,143928.4,8,296,1,new_device,same_city,Sialkot,Sialkot,JazzCash,Groceries,low,0,13,1
2025-09-16T15:08:00,C00100,22503.6,20036.8,2466.8,6,951,0,trusted_device,same_city,Sialkot,Sialkot,Raast,Fuel,low,0,15,0
2025-11-23T13:48:12,C00756,24259.2,18634.0,5625.2,4,73,0,trusted_device,same_city,Quetta,Quetta,App,Dining,low,0,13,0
2025-11-19T00:59:40,C00523,75460.0,54107.2,21352.8,2,457,0,new_device,same_city,Lahore,Lahore,App,P2P,low,0,0,1
2025-08-31T14:36:14,C00418,10222.8,14305.2,-4082.4,1,108,1,trusted_device,same_city,Faisalabad,Faisalabad,Raast,Cash,low,1,14,0
2025-05-21T09:37:04,C00438,14730.8,12479.6,2251.2,9,41,1,trusted_device,same_city,Rawalpindi,Rawalpindi,Raast,Cash,low,0,9,0
2025-02-10T12:58:51,C00010,26684.0,27829.2,-1148.0,17,2749,0,trusted_device,same_city,Rawalpindi,Rawalpindi,JazzCash,P2P,low,0,12,0
2025-06-03T03:38:31,C00360,36008.0,32774.0,3234.0,22,20,1,trusted_device,same_city,Peshawar,Peshawar,Easypaisa,Travel,low,0,3,1
2025-03-01T10:31:47,C00441,28420.0,31693.2,-3273.2,4,265,0,trusted_device,same_city,Lahore,Lahore,Raast,Education,medium,1,10,0
2025-09-01T08:08:24,C00533,43573.6,50069.6,-6493.2,4,957,0,trusted_device,same_city,Islamabad,Islamabad,IBFT,Groceries,medium,1,8,0
